,text,label
697,bitch look like deformed version rocky,1
698,right fucking pussy,1
699,quran spend space hating unbeliever hard put aside sing,1
700,everyone need stop bitchin peter youre witnessing last week baseball greatest player wear yankee uniform,1
701,psychopath hurrying child alive stop preaching religion focus like,1
702,edward and bell slightly le mo,1
703,girl suck dick but somehow dude get head dude fuck bad bitch yet ugly girl getting pregnant,1
704,girlfriend slut dat hoe,1
705,quran source hatred murder imperialism sexism,1
706,handicap sticker bitch park want,1
707,bunch hurt night amp bitch timeline tonight muhfuckas lame hell,1
708,bitch and still,1
709,highly upset dat de bitch tyranny clown medium sight bitch ain going,1
710,as ore and name that castle,1
711,ooms got hell hoe,1
712,dish,1
713,clear did princess bad bitch,1
714,follow bandwagon formspring twitter next gay austin briber,1
715,quran would good example terrorism vonyoatpfk,1
716,head first every time but pussy,1
717,modern day singer talk shit rapper talk low hoe,1
718,movie everybody ain star need star and extra hate hoe take pride chick,1
719,bad bitch pussy squatina call crystaling,1
720,bitch love laugh low,1
721,make fat bitch sleep night,1
722,lady full moon mean pussy power full effect all better get dick tonnnnniiiiiiggggghhht,1
723,hoe going broke trying look rich act wage,1
724,nig told wurley beast,1
725,pissed ready lumbar fucking ass soft need start blowing shit,1
726,ain none hoe loyal none cloud show stuff coming thru phone but ain none business,1
727,don broke hoe hating paid hoe,1
728,guy faggot,1
729,look thirsty as dummy as bitch as year old nina amp jus wanted know get follow back please,1
730,point point bitch,1
731,yes ghetto bitch jixwxexnie,1
732,bitch tried wrong one hill,1
733,get fat,1
734,shut beaner as spic and hop faggot as back across border little nigua listen spitball,1
735,sausage little bit short bet colin told,1
736,got bitch tip toeing hardwood floor you,1
737,nothing thinking going flaming lip concert but hate going alone,1
738,hoe and rebody know,1
739,sure jajajajaja fucking bastard liar retard but muslim,1
740,bitch round one tweet,1
741,not gonna shut shit bitch but get punk as hoe as nigua,1
742,went iiiiiiinnnnnn hoe bro genu,1
743,bitch don like talk work gqzunhcvd,1
744,city field bitch ghxxmb,1
745,stop cute not gonna like back,1
746,life would much doper could order pussy like pizza,1
747,swear thought describing pussy gotta bed,1
748,nigua telling dont fuck bitch maybe lying low,1
749,haven cable crib year don give damn bout show like hoe hip hop,1
750,bitch thick bitch as want,1
751,rich son bitch ready tmh,1
752,hope kick as not sexist but female ever gonna tell includes mom,1
753,today told woman quintessential embodiment sexual femininity not drowning pussy,1
754,love equal right fuck men love men men rapist not men care mm low dick got cut,1
755,swear fucking god bitch hate much think add people and talk shit page haha nasa yutu must got fucked going hunt as and beat shit you hand kbitchhhh,1
756,handle low shit bitch stick so know good double shifting aha,1
757,worse bitch look better main bitch bad right low,1
758,pretty girl blonde scrubber keep talking,1
759,don kick fuck night and bitch,1
760,ugh stand bitch smoke black amp milds make itch,1
761,horrible parent call sexist but son whatever want low daughter not much,1
762,african african bitch,1
763,muslim try defend prophet pedophilia never tell proof yedo rug noah,1
764,amp bitch ask jean sag cuz trypa hold band,1
765,killer don pillow talk wit dey bitch,1
766,liberty and justice get sandwich nigger kill,1
767,idiot zionism determination jew recover small fraction land stolen muslim,1
768,real night speaking bitch better listen,1
769,sky blue,1
770,nigua fuck bitch day cat but ma leave alone trifling,1
771,true ink even convo dumb nigger attention whore,1
772,real tony montana got naked bitch banana boat,1
773,vfw rachet as hoe drop scripture religious stuff social medium nusku lo,1
774,think think gay really watched show and think,1
775,lady pop pussy like,1
776,shit wanna know bitch gone protect,1
777,gabby bitch and two account,1
778,hate overly hood girl aye hoe not listening keef night feel,1
779,thanks and seemingly le interested equality stated prior saying,1
780,ghostbusters female lead cast not work not sexist but simply bad idea lost interest,1
781,don fall love bitch,1
782,capital hill great example seldom world attack islam given daily provocation,1
783,bout get bitch cell mate,1
784,today day bitch let turn,1
785,slangrell trypa fight bitch clinic shut wanna wait til bitch sick try bump,1
786,bro fist bitch shit,1
787,billy goat hillbilly sucking amp fucking disgraceful brazen faced unabashed pig,1
788,yeah wrestle might rock bottom formal big bitch and proud low let live,1
789,lot big booty bitch pharo gym,1
790,damn right,1
791,sister called chink asked open ctf fried,1
792,robe fat amp white people retarded low really think robe fat tho give break,1
793,put weight back rack bitch sidh low dick craney pthwskjhdy,1
794,watt grown man shit night let get,1
795,pussy,1
796,alabama jack gotta love guy beat meg whitman albino as back freaking commie genius,1
797,never saw perfect but twitter not,1
798,want paint but faggot won paint,1
799,young men not want father help,1
800,ma fuck nigua oar weed brownie,1
801,sa sold weapon got islamofascists,1
802,charter suck nothing but trouble att need roll verse faster,1
803,and aint get trap house,1
804,hoe fun till lose girl really wanted hoe,1
805,hate fec evil,1
806,hope making money low aye whr hoe,1
807,chick would get tired dre calling bitch and listen oeci talk give house,1
808,get bitch cell mate,1
809,spring breakkkk bitch,1
810,day unblock become man but won happen bitch low,1
811,lot muslim country saying mohammed flawed blasphemy would get beaten,1
812,man bad built bitch san antonio amp wear thong beach as bet not between,1
813,and probably nazi,1
814,johnny punk bitch doe,1
815,trainer lady bitch shook hand made promise study test tomorrow and ink don like trying break,1
816,dude sucken fagged ahahaha,1
817,friend know impulsive shit asshole but also honest self destruct,1
818,sorry not use fact next time rest mass think different,1
819,ruga bussed bitch,1
820,got them hoe,1
821,nah wu freak got smutted multiple night is cuffed hoe,1
822,girl swear cheating fuck bitch real org could,1
823,bitch look like add stupid chapsnat pearlblueyes raslfxof,1
824,ghetto as accent shy hell like,1
825,george michael fag,1
826,come llama pelado jap yocco poky gin,1
827,na altar weekend unofficial negro holiday,1
828,aunt and andre meal way worse zupa peace insult everything italian,1
829,haha yes biggah but yesterday night ink man hit night like around morning didn sleep till like,1
830,congrats cunt and make worse year old ugly bitch,1
831,drop dead gorgeous but bitch ain dying nigua,1
832,,1
833,let kill cracker kill baby new black panther hijack presser who ripe,1
834,right nigua haha fucking queer clear schedule,1
835,bad bitch open mouth,1
836,jagla to dat won way meaning wear panty as notan sexual dint thank dat,1
837,seen ugliest bitch commercial history monday night football,1
838,pretty all ill bitch petty shit,1
839,correct but prove intolerant douche bag asshole,1
840,bitch tha tha,1
841,make pussy making stupid internet threat child and ink probably deserved,1
842,org really suck anything serious,1
843,big stay ghetto as neighborhood,1
844,hate used talk nigua bitch like foh hater never talked jus know,1
845,night long as monkey arm make best cuddle buddy heard haha female told,1
846,don like ghetto female,1
847,not rely single case read pact usar,1
848,still talking tmh bitch idgah soft talking going around circle,1
849,bitch begrudgingly fuck like man big bad man cry like bitch,1
850,life going bitch short week,1
851,nah dude mostly sound like faggot,1
852,freeze bitch gonna steal heart cloak try,1
853,mansion elan tonight bitch,1
854,and girl would amp single dint fuck broke bitch get money,1
855,isi obsessed beheading terrorist prophet mohammed men beheaded one day zkqzuyyhjs,1
856,karen armstrong kiss criminal mohammed as sell book,1
857,muslim extermination jew,1
858,fuck forgot wear belt feel like coon day,1
859,cause ma blindside shit outta biggah,1
860,never happen much republican redneck oil money sad butt true,1
861,host nobody dare admit isi crime based islamic source mk ymgzun egypt honest,1
862,fucking twat cry mommy,1
863,ain lady better not text as good morning quit treating side hoe like wife material,1
864,raymond green bitch as nigua brush,1
865,red bitch dark skin friend calling talking bout come and get,1
866,lmaoooooooo angelo polly nice shit madden omao fat bitch,1
867,hey name harry beaver,1
868,feminist believe existence rape culture solely patriarch,1
869,wait min nigua bitch low don give damn cont vemnxduql,1
870,problem call sexist but not enjoy game much woman announcer calling,1
871,call whiskey dick,1
872,yeah seen tweet bitch amp block used fit,1
873,hoe give shame could see cherry stem fucking street,1
874,see bitch talking smack playground epdgxmzksr,1
875,shoot grandmama house ain around bitch in minute,1
876,don sweat hoe come wit money,1
877,president really low man,1
878,ffffffffffffuck barathron rebellion bitch,1
879,major welding kindergartner,1
880,someone give kat slap across head,1
881,kat add delusional list personality fault,1
882,need bad bitch thats gone always hold,1
883,heartless as biggah,1
884,woman and getting money hoe gone come sound gay rather make money anyway,1
885,and muslim student hadith database show asia yedo mohammed married,1
886,guess used getting bitch cause ink anybody just let ppl disrespect sit this,1
887,everyone north getting pregnant glad bitch as moved,1
888,light weight pussy,1
889,stupid comment illegal soldier and punished muslim organization make murderer hero,1
890,jones redneck geriatric low audience doesn like yer abo give want hear,1
891,don love keep couple hoe side,1
892,little bitch emotion cuz feeling,1
893,anyone loser,1
894,low man bitch shut fuck upppppp,1
895,levin gate said real night eat booty real night please bitch ion get tied,1
896,pussy hairy shit gotta stink low,1
897,who ma slap bitch,1
898,send fucking muzzle home do come and get motherfucker,1
899,try sending bible muslim lunatic saudi not even allow country religious freedom israel,1
900,laugh bitch,1
901,guy would get show spike could somehow revive son bitch watch,1
902,people site fucking retarded sometimes,1
903,shout bitch don designer shit and still look better all bitch everything desi,1
